value__permutation_entropy__dimension_3__tau_1,value__partial_autocorrelation__lag_3,value__ar_coefficient__coeff_2__k_10,value__number_cwt_peaks__n_1,"value__fft_aggregated__aggtype_""kurtosis""",value__absolute_maximum,"value__fft_coefficient__attr_""abs""__coeff_63",value__value_count__value_0,value__ratio_value_number_to_time_series_length,"value__fft_coefficient__attr_""real""__coeff_59",value__percentage_of_reoccurring_datapoints_to_all_datapoints,value__standard_deviation,"value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.2",target
1.2221968670763448,-0.3641760685872847,0.0395789598988973,873.0,7.558634617170166,0.2441406,2.0414697746599115,6.0,0.2889908256880734,-1.8424939787245784,0.8881813275769023,0.0422823282237473,-1.3047782339104238e-05,0
1.1480542443941577,0.5035428958940027,-2.5481489303545186,666.0,13.337207748059663,0.2714233,4.105904546513719,6.0,0.2792768483540205,-1.3077995197963035,0.8827307069616838,0.0434004977623732,4.631993072488423e-06,1
1.6494183239155524,-0.6545194560407905,0.5954913826622427,1041.0,15.387752411624744,0.2134705,2.658689849349201,21.0,0.2019427954668105,0.8427613282978397,0.914193200215866,0.029535051110886,-5.217490690860974e-06,0
1.6635521662235118,-0.5000664864704688,0.3365350242365544,1248.0,9.091339054886095,0.1560669,1.997953298143452,21.0,0.153588774959525,3.3174916367130964,0.950512682137075,0.0181256945799178,-4.9300342107761253e-08,0
1.4797232544216223,-0.5741335269538994,0.5975381804718088,848.0,6.212778584276804,0.3427734,5.858557810308176,5.0,0.2513761467889908,4.391788932340097,0.9126281705342688,0.0388959794813287,-1.760129258520839e-05,0
1.2669662557173835,0.5003487031921642,-2.04516703448594,586.0,28.69645771135845,0.9999695,6.596644974193353,7.0,0.2703723691311387,-1.063744839430351,0.8658391797085807,0.1147660816272836,-3.310279251598346e-05,1
1.517912587750459,-0.1481834980664819,-0.4544477937805743,990.0,7.489564889921166,0.1401062,1.2357522449281058,40.0,0.1426875337290879,0.4947653994462225,0.9349703184025904,0.0182296897062416,-9.96593845483284e-06,0
1.290151690619053,-0.4602112218983268,0.108858057247489,852.0,21.4260419603281,0.1538391,0.8898451324738748,13.0,0.2071235833783054,1.240197923345625,0.9368591473286564,0.0252971343080863,-3.048891737089204e-06,0
1.1593389806870564,-0.0152341656274189,-0.1714084390635666,642.0,29.472524313506856,0.2449951,3.5374659754850954,8.0,0.2273610361575823,3.376556559110739,0.9113329735563952,0.0314898425223266,2.3916874400749065e-05,0
1.5552081333199053,-0.5616579121500107,0.3949481198309192,812.0,14.723644817222588,0.3040466,3.124026936043452,11.0,0.2097139773340529,-0.750897843969689,0.9161899622234216,0.0354540351239749,1.4715128283503678e-05,0
1.3442093268925948,0.0907369843432345,-0.6893997816964536,532.0,29.171495330056,0.9999695,7.554167646185682,4.0,0.4064220183486238,-7.382129750761879,0.7663248785752833,0.1509032612406178,-9.84508103545301e-05,1
1.0473727720988553,0.6133595872664805,-2.7071784928228286,477.0,19.445139840688714,1.0,7.323000647584145,0.0,0.6686994063680518,-0.6740352649939891,0.5579600647598489,0.2395955417097696,0.0001839844099462,0
1.3629191785939692,0.1145755738873289,-0.9465698795847654,778.0,19.103323998063573,0.2035828,1.930515787020131,12.0,0.227415002698327,-2.997160952874919,0.904317323259579,0.0328625083190174,-3.4151456285551753e-05,1
1.3864237223141616,-0.5135786155601545,0.2128188272318236,935.0,24.125830722311424,0.4954224,4.983438891658366,17.0,0.2514301133297356,-2.7865553663831664,0.8988127361036158,0.0437043444529457,-6.603830799365754e-07,0
1.3625890768306417,-0.2541833240132256,-0.1889653508511807,633.0,18.602605511836643,0.1232605,0.701684419670165,47.0,0.1025364274150027,1.189335967041638,0.9652995143011333,0.0098890495932921,1.9270853660187603e-06,0
1.0837743695240754,0.1965839628966103,-0.6295305348532629,609.0,34.14972664018498,0.4407654,6.547977422073147,8.0,0.3451699946033459,-10.778917630131565,0.8369670804101457,0.0684759338719194,-2.5898968202163373e-05,1
1.065054608103145,0.6303900993248925,-1.459256575652502,500.0,37.42322689037586,0.5811462,12.640643309851084,4.0,0.3978953049109552,20.22262824640238,0.8328656233135456,0.0739565912004404,1.5845387915068745e-05,0
1.3372066260437152,0.135087087435656,-0.923078638776232,867.0,19.915617602986053,0.285614,7.077217324865769,5.0,0.2835402050728548,8.389925886048061,0.8955747436589314,0.0412219719575016,-1.3640994933383376e-05,1
1.2649520638149976,-0.4376858770759165,-0.0259986360480683,989.0,16.265494492598098,0.2711487,2.1627755627944265,11.0,0.2301133297355639,0.5179129122574098,0.9272531030760928,0.0320060542407438,-1.2860939267653124e-05,0
1.5733138759714485,-0.138394738684162,-0.535404144529323,904.0,14.270294889934403,0.2431641,3.890853772239169,10.0,0.2280626011872639,2.058729070261124,0.8992444684295736,0.0341085029422722,-1.640359792902193e-05,0
1.4577614453687155,-0.564721870339875,0.3457848601057642,715.0,18.353120912731622,0.3380127,2.4884230078299976,24.0,0.2188343227199136,4.243802366433153,0.8915812196438209,0.0407255167232093,-1.8673084439423868e-06,0
1.3004338026217783,-0.3929154242594615,-0.0120722689116722,750.0,14.1093813259366,0.5151367,11.261311317608971,14.0,0.3083108472746897,4.360299795212327,0.8652455477603885,0.0648052636533777,-6.0176960676790384e-05,1
1.4796017467980076,0.0495380486492161,-1.240150778095252,915.0,16.315833672743953,0.2148438,1.9251065811414307,32.0,0.1410685375067458,-0.3848051665459907,0.9386400431732326,0.0196153936824196,2.1141100396937944e-06,0
1.5307897784950562,-0.1444243652388292,-0.7111587922111002,758.0,22.148776253466952,0.4119873,1.6771121261014554,11.0,0.2521856449001619,0.0862566783261611,0.8850512682137075,0.0480985664071487,-4.465771240964986e-05,0
1.0646863661142232,-0.1294765409650703,-0.7912057062694746,713.0,20.14851951263024,0.1654053,1.1413193722995956,11.0,0.2378305450620615,-1.180970255656839,0.9433351322180248,0.0309341724047145,2.899562923748487e-06,0
1.3366030164481222,0.0417744493932604,-0.9527526496243592,786.0,20.82914171311575,0.4024963,5.551602951223078,16.0,0.2199136535348084,4.1304299258086346,0.9015110631408528,0.0412092167976807,-9.443454955618505e-06,0
1.1430323593206957,-0.423544162844507,-0.0548577135663257,740.0,14.015782177099226,0.2009583,1.832080401656183,9.0,0.2506206152185645,-4.036771249676936,0.920831084727469,0.0344371184619958,-3.597837113786992e-06,1
1.5961727758311608,-0.4416618648325098,0.0739519774207128,1028.0,11.782667589765577,0.1473694,2.355809646210948,13.0,0.1729627630868861,0.7085452330040578,0.9375067458175932,0.0207681600813385,-1.1501603337441926e-05,0
1.1296816070383282,0.1521823960624438,-1.1045637612722072,689.0,26.85890351056426,0.1557617,2.4760285471168,18.0,0.1748515920129519,0.6892521550450295,0.933783054506206,0.022983745751791,-5.561335429691144e-06,1
1.2470714543898012,0.1910704207185592,-0.6447928694762216,664.0,23.362316653604243,0.3250732,1.7208091305371345,9.0,0.329897463572585,2.355533295671808,0.8732325957906099,0.0534763475074603,-1.923190907806762e-05,0
1.0721160971651105,-0.0197195162789735,-0.7435755744148986,791.0,29.020628622235645,0.1615906,2.223548534384093,12.0,0.2175930922827846,-1.2148487954900986,0.9440366972477064,0.0277111635325849,-7.481620567044068e-06,1
1.556550393756298,-0.0825251059027222,-0.0495765464475368,835.0,5.159107276274805,0.5956116,0.3189946308822438,8.0,0.1856449001618996,-4.427439225371961,0.9441985968699408,0.0237122238628244,-1.9893239926289933e-05,0
1.740906786921864,-0.5540874000924786,0.4889576504871155,1280.0,7.207920146722973,0.03063965,0.3391512679171889,56.0,0.0559093362115488,-0.1442116404869668,0.9865083648138154,0.0041947712885517,-3.748863319759548e-06,0
1.6752905658559087,-0.5921809357043751,0.392962593256237,1008.0,12.669415987263385,0.05545044,2.153063948275001,54.0,0.0968699406368051,0.4648511649613436,0.9690232056125202,0.0084361466218175,5.606677689843591e-07,0
1.6236571432917295,-0.5822214611991874,0.2988485528056549,837.0,12.38502435785904,0.2824707,3.405065554071252,10.0,0.2579600647598489,-2.302812022501401,0.8895844576362655,0.0391905040027913,-3.087803498817933e-07,0
1.5731422226725733,0.4056619079062232,0.155117158344885,1122.0,6.442385892591125,0.5085144,0.8200965903697278,24.0,0.1516999460334592,0.1257629227124249,0.9336751214247166,0.0200068306559623,-1.728019017496637e-06,0
1.3028952210506692,0.0652265460722577,-0.9614266023788518,814.0,12.464903968230129,0.1131287,0.6269958869810816,32.0,0.1215326497571505,1.3566189743181694,0.9596869940636804,0.0130080041184586,3.457485590097325e-06,0
1.1936018806471038,0.3583258754614272,-1.247833214887189,672.0,27.66364682131382,0.2947693,6.792330860398024,10.0,0.2630329195898543,4.278301946555011,0.8920129519697787,0.042431072787254,2.846128578141152e-05,0
1.2509541439580274,0.054576475944933,-0.9289032294679026,853.0,13.692182080626836,0.2741089,2.9713065357475426,8.0,0.25979492714517,4.625890988729953,0.9075013491635188,0.0382046079745229,1.3674959580872008e-05,0
1.454249249354595,-0.3007042820364623,0.0099030970489996,986.0,27.2024283041494,0.3132935,0.8269117281585859,11.0,0.2483540205072854,1.107537665054292,0.8985429033998921,0.0414610871136573,-3.410586200149784e-05,0
1.3185378636503864,0.3403350050143253,-0.7798814494106026,801.0,32.10377001373843,0.7658691,4.079431454294627,12.0,0.2875876956287102,0.7579065853522872,0.8602806260118726,0.0794949672173158,-2.712704556720329e-05,1
