value__permutation_entropy__dimension_3__tau_1,value__permutation_entropy__dimension_4__tau_1,value__partial_autocorrelation__lag_3,value__ar_coefficient__coeff_2__k_10,value__permutation_entropy__dimension_5__tau_1,value__permutation_entropy__dimension_6__tau_1,value__number_cwt_peaks__n_1,value__number_peaks__n_1,value__permutation_entropy__dimension_7__tau_1,value__ar_coefficient__coeff_1__k_10,"value__fft_aggregated__aggtype_""kurtosis""",value__maximum,value__absolute_maximum,value__mean_n_absolute_max__number_of_maxima_7,"value__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""max""",value__minimum,"value__fft_coefficient__attr_""abs""__coeff_63","value__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""min""","value__fft_coefficient__attr_""abs""__coeff_58",value__value_count__value_0,target
1.3864237223141616,2.056578391926866,-0.5135786155601545,0.2128188272318236,2.7669127037684014,3.5032900694270577,935.0,2055.0,4.198553630032121,1.436599154939253,24.125830722311424,0.2569275,0.4954224,0.4870169285714285,1.968675890969814e-05,-0.4954224,4.983438891658366,2.4557309603419737e-05,4.832252114502634,17.0,0
1.3625890768306417,2.0459815091766105,-0.2541833240132256,-0.1889653508511807,2.799255542525742,3.586867350394648,633.0,1871.0,4.3445467737781325,1.6768367025683306,18.602605511836643,0.09991455,0.1232605,0.1145629857142857,6.780689270707487e-06,-0.1232605,0.701684419670165,6.874345465116677e-06,0.6527840293886163,47.0,0
1.0837743695240754,1.4935884263587866,0.1965839628966103,-0.6295305348532629,1.940507347335344,2.412377078880528,609.0,875.0,2.876873995196516,1.9719327854144244,34.14972664018498,0.4039001,0.4407654,0.4302847714285714,3.827856310347788e-05,-0.4407654,6.547977422073147,3.943898502602654e-05,12.285440444817,8.0,1
1.065054608103145,1.4528748653204795,0.6303900993248925,-1.459256575652502,1.8652876440091688,2.298905420399995,500.0,833.0,2.7423247276493155,2.2884052100955423,37.42322689037586,0.4682007,0.5811462,0.5631626571428572,3.417079827608974e-05,-0.5811462,12.640643309851084,4.17732431930934e-05,7.303993897487645,4.0,0
1.3372066260437152,1.9922880675818864,0.135087087435656,-0.923078638776232,2.698589017169376,3.433808039593776,867.0,1847.0,4.143832577616946,1.9891935557101863,19.915617602986053,0.285614,0.285614,0.2722080857142857,2.471484029564049e-05,-0.183136,7.077217324865769,1.915826449402908e-05,7.54997045973843,5.0,1
1.2649520638149976,1.820249578985052,-0.4376858770759165,-0.0259986360480683,2.397624358293474,2.98975403878558,989.0,1535.0,3.554905375419313,1.4442459132427397,16.265494492598098,0.1807251,0.2711487,0.2606070428571428,1.4079805046934056e-05,-0.2711487,2.1627755627944265,1.720577510974423e-05,0.5999153557667473,11.0,0
1.5733138759714485,2.448721259236934,-0.138394738684162,-0.535404144529323,3.376203860338925,4.342300242434702,904.0,3128.0,5.25536706913109,1.6780935609573342,14.270294889934403,0.2252197,0.2431641,0.2314714571428571,2.1581262302968187e-05,-0.2431641,3.890853772239169,1.8909088515781288e-05,3.5145226012041486,10.0,0
1.4577614453687155,2.18104550543897,-0.564721870339875,0.3457848601057642,2.9283167898870133,3.701346111565493,715.0,2393.0,4.420076860448393,1.4081400186537223,18.353120912731622,0.3380127,0.3380127,0.3323364285714286,3.2286738530444315e-05,-0.2875366,2.4884230078299976,2.4918946493490115e-05,3.41515053643428,24.0,0
1.3004338026217783,1.9112940065361823,-0.3929154242594615,-0.0120722689116722,2.565816721528418,3.249088775730524,750.0,1670.0,3.893289151029712,1.4564239236359826,14.1093813259366,0.5151367,0.5151367,0.4848066,4.32425827443455e-05,-0.4533386,11.261311317608971,3.645524976475708e-05,18.826615481402406,14.0,1
1.4796017467980076,2.2921329981590217,0.0495380486492161,-1.240150778095252,3.159083917929322,4.077685791605234,915.0,2472.0,4.938266962300482,1.944882347693332,16.315833672743953,0.2148438,0.2148438,0.2040187428571428,1.537075962705722e-05,-0.1722107,1.9251065811414307,1.2498197332888514e-05,0.7061114840883485,32.0,0
1.5307897784950562,2.3381223093753523,-0.1444243652388292,-0.7111587922111002,3.185070993180525,4.0624364057056574,758.0,2840.0,4.881131636830682,1.8465926088693607,22.148776253466952,0.2749939,0.4119873,0.4046194857142857,2.6018573397897e-05,-0.4119873,1.6771121261014554,3.3673081935859526e-05,2.8916584739431266,11.0,0
1.0646863661142232,1.4289066917442792,-0.1294765409650703,-0.7912057062694746,1.825974685701601,2.2415379315300195,713.0,799.0,2.6403548593394044,1.824232426888054,20.14851951263024,0.1185608,0.1654053,0.1632995571428571,1.149352982660204e-05,-0.1654053,1.1413193722995956,1.2762493434057817e-05,1.573517758096923,11.0,0
1.3366030164481222,2.014416279514562,0.0417744493932604,-0.9527526496243592,2.757070771764848,3.5395035948139943,786.0,1817.0,4.304702906438493,1.9348664019280952,20.82914171311575,0.4024963,0.4024963,0.3913138285714286,2.682213384508837e-05,-0.3852844,5.551602951223078,2.6041496303392616e-05,1.2823938294510808,16.0,0
1.1430323593206957,1.5549868595920806,-0.423544162844507,-0.0548577135663257,1.998499970523456,2.4631567601511337,740.0,1057.0,2.898458791332032,1.3497438286104315,14.015782177099226,0.1958923,0.2009583,0.1970389285714285,1.689572707022337e-05,-0.2009583,1.832080401656183,1.500464152073649e-05,2.506322425613325,9.0,1
1.5961727758311608,2.4586062471496115,-0.4416618648325098,0.0739519774207128,3.3666845780053647,4.317531961106104,1028.0,3280.0,5.217839995007273,1.3466806116251495,11.782667589765577,0.1473694,0.1473694,0.1442391571428571,1.0824342578112876e-05,-0.1258545,2.355809646210948,9.743196750579816e-06,0.2246520300064449,13.0,0
1.1296816070383282,1.5476606189281177,0.1521823960624438,-1.1045637612722072,2.008479016952375,2.4986343082054203,689.0,982.0,2.966484071486618,2.050339927671291,26.85890351056426,0.1557617,0.1557617,0.1533813285714285,1.2457305238477704e-05,-0.1508484,2.4760285471168,1.282561941789416e-05,1.0591059463658623,18.0,1
1.2470714543898012,1.7592571792017668,0.1910704207185592,-0.6447928694762216,2.3029270307627425,2.862671170118099,664.0,1476.0,3.4169930159893003,2.003558704600977,23.362316653604243,0.2915039,0.3250732,0.3030482714285714,2.9548171144234705e-05,-0.3250732,1.7208091305371345,2.429212937858442e-05,4.0253149824319205,9.0,0
1.0721160971651105,1.4545883159801165,-0.0197195162789735,-0.7435755744148986,1.873248405131675,2.317230076018844,791.0,833.0,2.752644647680045,1.85651990483438,29.020628622235645,0.1615906,0.1615906,0.1554565571428571,1.0893734778462705e-05,-0.1260071,2.223548534384093,1.0756055648425433e-05,0.5427743774615991,12.0,1
1.556550393756298,2.3661517039189133,-0.0825251059027222,-0.0495765464475368,3.2218179188932945,4.1129186346961255,835.0,3003.0,4.964174208950878,1.0292793601738135,5.159107276274805,0.5956116,0.5956116,0.3325413428571428,1.880980497318978e-05,-0.2865601,0.3189946308822438,1.21814658576544e-05,3.818970569727364,8.0,0
1.740906786921864,2.78478178666972,-0.5540874000924786,0.4889576504871155,3.879407729494762,5.022379870301636,1280.0,4587.0,6.1119054374398925,1.030913942237787,7.207920146722973,0.0255127,0.03063965,0.0264674614285714,1.927046746009891e-06,-0.03063965,0.3391512679171889,1.934885597898236e-06,0.2780426561501731,56.0,0
1.6752905658559087,2.621378834537569,-0.5921809357043751,0.392962593256237,3.629620307010004,4.6959047347850245,1008.0,3822.0,5.7081270881253765,1.2920369956361355,12.669415987263385,0.05545044,0.05545044,0.05480521,4.355003702871508e-06,-0.05358887,2.153063948275001,4.382546424337725e-06,1.0233635973743398,54.0,0
1.6236571432917295,2.4673752030221525,-0.5822214611991874,0.2988485528056549,3.341918470852701,4.246254185405121,837.0,3511.0,5.102329393684492,1.3010954798372285,12.38502435785904,0.2824707,0.2824707,0.2756260285714285,2.31876027340802e-05,-0.2793579,3.405065554071252,2.092314291910512e-05,3.175395949686159,10.0,0
1.5731422226725733,2.573068258408658,0.4056619079062232,0.155117158344885,3.653881352079316,4.799398745991185,1122.0,3101.0,5.901190848585241,0.6014719452769646,6.442385892591125,0.467865,0.5085144,0.3991307,1.6773835677375664e-05,-0.5085144,0.8200965903697278,1.944641068274782e-05,0.7914727697456759,24.0,0
1.3028952210506692,1.9528215877885968,0.0652265460722577,-0.9614266023788518,2.681449901513101,3.459633491012183,814.0,1606.0,4.222272033944144,1.823882004208819,12.464903968230129,0.06729126,0.1131287,0.1056431428571428,6.237121276477413e-06,-0.1131287,0.6269958869810816,8.92713433257984e-06,5.167830052830468,32.0,0
1.1936018806471038,1.7292623651773074,0.3583258754614272,-1.247833214887189,2.3137024247681026,2.934867092182883,672.0,1239.0,3.55076723280975,2.151340686108113,27.66364682131382,0.2947693,0.2947693,0.2908935571428571,2.5618044987963405e-05,-0.216095,6.792330860398024,2.087150552399239e-05,4.095604937598209,10.0,0
1.2509541439580274,1.814699952027948,0.054576475944933,-0.9289032294679026,2.426109125643662,3.0625087189555016,853.0,1487.0,3.690939383899808,1.850577052872601,13.692182080626836,0.2741089,0.2741089,0.2613132999999999,2.13273693996663e-05,-0.2236023,2.9713065357475426,1.8890566679988365e-05,4.366082570193809,8.0,0
1.454249249354595,2.1491562806253106,-0.3007042820364623,0.0099030970489996,2.84013081869837,3.549433513286366,986.0,2406.0,4.206913483837117,1.6136982780470066,27.2024283041494,0.2554626,0.3132935,0.2989284,2.420079643347467e-05,-0.3132935,0.8269117281585859,2.4627502376993267e-05,1.199799969350846,11.0,0
1.3185378636503864,1.9404676340684424,0.3403350050143253,-0.7798814494106026,2.6092883963201547,3.305812748054861,801.0,1751.0,3.9776594358577775,2.0521010914616347,32.10377001373843,0.7658691,0.7658691,0.7470964714285714,5.947826599448358e-05,-0.7459106,4.079431454294627,4.937000403531581e-05,3.864013907087809,12.0,1
1.5619064489214856,2.3857645653184654,0.0381546908940972,-0.3824994202576706,3.27537986482046,4.195012665783627,939.0,3015.0,5.054974304766732,1.2396189654256344,6.258745114021131,0.1165161,0.1165161,0.1055603014285714,7.446726411054039e-06,-0.0977478,1.894704797684916,8.139797106822257e-06,0.6797250841507226,20.0,0
1.5970280524797726,2.436427995284962,-0.5008105884710325,0.1263381050368395,3.315981719468725,4.239130990050866,1072.0,3207.0,5.110386711086632,1.3341366097547591,12.791591488036971,0.09561157,0.1390076,0.1285400428571428,7.0011728815879325e-06,-0.1390076,0.5306868204713533,7.343280771542548e-06,0.682612575272495,48.0,0
1.5521762592211883,2.3834448744574708,-0.4701304543823592,0.1842340362915986,3.244225351901936,4.13612012566582,959.0,2995.0,4.980512437637698,1.378306431594164,14.88547554696572,0.2043152,0.2288818,0.2258344428571428,1.732981727374608e-05,-0.2288818,4.323435075651889,1.827790742949595e-05,4.483527739077466,6.0,0
1.113351226055251,1.570242414136951,-0.1684635903443096,-0.7396860288346105,2.0729292410191467,2.601347666159823,679.0,989.0,3.142210276924972,1.8661235337341529,20.99986088116401,0.148407,0.319519,0.3135550285714286,1.504909701706304e-05,-0.319519,2.552640880235653,2.108347286513279e-05,1.850233910831144,9.0,1
1.399834933680829,2.18066633223712,-0.2966295691993115,-0.0750438035092299,3.0376163841646644,3.9462794656019673,795.0,2131.0,4.851080825461034,1.4415759221742364,9.504315931897349,0.2164307,0.2164307,0.2064383428571428,1.6416278275088394e-05,-0.1271667,4.354370672043758,1.0981960794458166e-05,1.7579998074631502,20.0,1
1.3794679516413906,2.095456741658987,-0.1490445204824694,-0.443557718731689,2.8918986396437845,3.7416814491201578,824.0,1915.0,4.56280819925516,1.4014060289143817,7.587878597520801,0.0725708,0.0725708,0.0707746228571428,5.688390663249671e-06,-0.05914307,1.1007719245825611,4.912931537479887e-06,0.1252661608305947,47.0,0
1.757794977344952,2.9267831507561897,-0.4572622638476389,0.3583294115267413,4.193429623954604,5.518379977409413,1288.0,4867.0,6.787135349935777,0.947480758753526,6.240066059319779,0.04504395,0.04504395,0.0413208014285714,2.657207139005765e-06,-0.02923584,0.2891675100788727,2.28531762437754e-06,0.0557650801533377,85.0,0
1.2961574036448729,1.876914766432184,0.0871352760382336,-0.7423191402268761,2.5110400147659107,3.181138117103833,777.0,1610.0,3.8228788234665614,1.943235246261769,23.21451741525992,0.1339722,0.1339722,0.1318969714285714,1.3600626964775115e-05,-0.09292603,3.0005798622284265,8.461025052461562e-06,2.38274867907608,32.0,0
1.2271866543386285,1.7643218629420083,-0.2635311854478798,-0.4498400415972535,2.346920013355475,2.958693285469796,887.0,1337.0,3.539796626719588,1.6757424879356664,19.46751966734893,0.2005615,0.2123718,0.2031860285714286,1.811270247903469e-05,-0.2123718,1.0820210375833954,1.964688255503414e-05,0.9227655131273452,12.0,0
1.382697641648983,2.127666731275652,0.1560663014190172,-1.349345670633155,2.933885640000668,3.790167508876761,698.0,2047.0,4.623228579182856,1.9167145953988864,10.959461707746048,0.9999695,0.9999695,0.9999694999999998,6.876690468494074e-05,-0.8106689,3.8609582544316,6.04938879367011e-05,5.09623576983426,15.0,0
1.3779822635254004,1.978154906154855,-0.6012670513753228,0.3591888734056644,2.613032453166963,3.269403534790928,792.0,2045.0,3.910968164154968,1.5077596348462998,24.72964035673892,0.284668,0.284668,0.2627389142857143,2.0226773897743245e-05,-0.2261047,6.593864745785547,2.221004555688852e-05,4.278601034381241,6.0,0
1.1353593240060806,1.590849143384656,-0.4213203734291089,-0.0753652948097902,2.081285228764697,2.59457551003578,638.0,1059.0,3.1029056870761647,1.588792433528167,23.215531109492613,0.2443848,0.3390503,0.3328290714285714,2.171881671225432e-05,-0.3390503,2.1774260285558382,2.9008543385907773e-05,4.510492836162018,5.0,0
1.42210515889152,2.1244110417821527,-0.4655429210962559,0.1834924138030418,2.8463328774188223,3.5932986822876205,1049.0,2223.0,4.294452754053661,1.2522080450315158,10.706338502553788,0.1096497,0.1096497,0.1057477714285714,7.929724895264567e-06,-0.09851074,0.8680271546416676,7.364451126796572e-06,0.73236913283674,10.0,0
1.478890917521871,2.1820284845149662,-0.625900581953366,0.4398676618228069,2.9102360521547856,3.6703178789687705,844.0,2511.0,4.3700755915259375,1.189649425808897,12.57648443224861,0.3210144,0.3210144,0.3147975428571428,2.5949601909974257e-05,-0.2533875,2.4453117333061223,1.9929352891814537e-05,1.6009082437080435,17.0,0
1.1740676796820884,1.6066480411004924,-0.1008705127130775,-0.2462904041413191,2.064842849271036,2.533506456026445,707.0,1206.0,2.987455266381523,1.7998391183603757,32.36063773621976,0.7858887,0.8587952,0.8304356285714288,7.674031780661697e-05,-0.8587952,5.405672147806581,7.386145073985437e-05,16.39599583646626,4.0,0
1.4231741966937683,2.2217332217043944,-0.0176744325533964,-0.4844307901446404,3.0745833028686804,3.958553166747837,826.0,2259.0,4.794567969478885,1.2741440786956724,5.87257598578222,0.3795471,0.5370789,0.5191083571428571,3.519703691867434e-05,-0.5370789,8.353345936298348,5.111765081368899e-05,14.27175644980624,11.0,1
1.558127285444936,2.357265855198257,-0.5843565590030587,0.9575863844783716,3.1530313971838653,3.9751569947511856,1005.0,3016.0,4.739808005091735,0.541070200918863,4.536914998677223,0.2775879,0.403595,0.3124041,2.4689385058716595e-05,-0.403595,5.585391338549236,2.633356922906757e-05,3.2646366275507863,12.0,0
1.2935096206229022,1.8915538940290288,-0.2497420373901653,0.7716262596038517,2.4932763832707114,3.11717465685366,941.0,1636.0,3.6923846521368144,0.3395333753872026,3.93402094935116,0.4214478,0.4641113,0.4152396142857143,2.4253718912874028e-05,-0.4641113,4.190951079246097,2.2778432842800333e-05,1.767404984222409,6.0,0
1.6167209279805794,2.539458307226946,-0.452881854986304,0.0541461688431874,3.47699628412108,4.45598102584858,1168.0,3416.0,5.3670758748107925,1.4279611867661717,16.556467128974084,0.1874084,0.1874084,0.1795567142857143,1.6209761210678732e-05,-0.1796265,6.9300961661202845,1.478953916743985e-05,0.9674221977951032,9.0,0
1.2442503540311138,1.7723879747989897,0.1988034572174099,-0.836050156593769,2.3386848516341194,2.930952176456591,551.0,1436.0,3.505125080496652,1.9969851304334136,28.06008288278425,0.6446533,0.6446533,0.631295342857143,5.696599179356211e-05,-0.4403687,1.239194650439035,3.960997625201834e-05,0.682451779519369,13.0,0
1.591518776692384,2.539486103476973,-0.2359564406177215,-0.4751441682348593,3.520196805768835,4.546619010250229,1020.0,3212.0,5.516719989787115,1.5242701132720295,9.823382941133527,0.1123352,0.1325378,0.1283874571428571,1.071358505018871e-05,-0.1325378,0.4795403083887022,1.147760704811503e-05,0.3469119621458669,34.0,0
1.321311726660894,2.001184333518388,0.2755220466087233,0.6367509583927432,2.7288232420022114,3.4831931037428125,708.0,1753.0,4.185432474596855,-0.2482380619365712,4.825069290291176,0.7913513,0.8473816,0.7862548857142857,6.289187782214171e-05,-0.8473816,3.862762875560036,7.016737596805727e-05,1.7324267595319751,27.0,1
1.4512926792236065,2.1785400759535234,-0.1567528370059177,-0.1372497004057019,2.9528286500755643,3.764085366984326,998.0,2366.0,4.522783659503695,1.2463531734719606,6.716282250378314,0.9653015,0.9653015,0.7954537285714285,2.8698233158707008e-05,-0.787384,4.062601425616131,2.514261130311392e-05,5.424557294910215,14.0,0
1.4311567048554157,2.2011502636780635,-0.0135945852153165,-0.7643608623518623,2.995956572247378,3.8317316419361087,957.0,2221.0,4.60794710587396,1.823408187615088,20.741131061400296,0.1396484,0.1396484,0.1340724285714286,1.1819077672526015e-05,-0.1221008,1.6077850605760549,1.0352514353930092e-05,1.6313504586053469,23.0,0
1.2795321908962858,1.8665229616603536,-0.3307210214521222,-0.083479068841396,2.4974524982983657,3.159790106347107,905.0,1571.0,3.7904127066968254,1.2552480478762889,10.72481811889348,0.1462097,0.1462097,0.1432756571428571,1.0534485830161616e-05,-0.1391296,3.492823038992982,1.0595941441863045e-05,2.683563058837359,12.0,0
0.9921265528378388,1.3118527125182076,0.9364942882203352,-1.648675571462787,1.658786966738838,2.0230838261242954,501.0,616.0,2.391744605946923,2.27220415617728,41.9627998706039,0.6717224,0.8276978,0.8158133285714285,7.523458637198121e-05,-0.8276978,5.238566932373888,7.229745687300772e-05,3.589016643794283,6.0,1
1.250468794404934,1.8333268607196365,-0.0152132994884521,-0.6803126000793859,2.4651303606031174,3.1337879577071988,710.0,1474.0,3.796113919678973,1.8325023275866248,17.793190472146925,0.2790527,0.2790527,0.2758265857142857,2.684425307143312e-05,-0.2495728,3.736416274543184,2.448608155493948e-05,1.6543099506219474,4.0,0
1.4393828071120955,2.2558493910615547,-0.2866807015147346,-0.7042263255511143,3.130238989510799,4.054084049312838,979.0,2274.0,4.93926812074567,1.5218615417149617,7.9905171299082625,0.1367493,0.1996765,0.1900111571428571,9.801985206361832e-06,-0.1996765,1.5567174433934274,1.4116737682176622e-05,0.409171825859963,31.0,0
1.2244651229958523,1.7058480593958951,-0.6213027312441756,0.4564052325107677,2.220300665067908,2.751645184559533,685.0,1366.0,3.258095836038242,1.1652138844852804,10.449308714716553,0.3968811,0.3968811,0.3807067999999999,2.690487736203959e-05,-0.2805176,2.8598805107447403,2.398162375448405e-05,1.553265120054531,14.0,0
1.7914910671037927,2.9905920050760733,-0.6650688304145391,0.7671984059090408,4.283896151038968,5.650424531759553,1363.0,6123.0,6.990372905703614,0.8237053882842548,6.205383235070465,0.06228638,0.06228638,0.0602722185714285,3.984110124385453e-06,-0.06176758,0.3390650016386182,3.89351442181794e-06,0.1057225114170763,52.0,0
1.377731037805931,2.0994796317559405,-0.3511123200994627,-0.1454734854855962,2.886050076364459,3.71450428022157,763.0,2004.0,4.519987391756629,1.5249494045095238,12.238512084716929,0.2861938,0.2861938,0.2743748285714286,2.4611317506740943e-05,-0.2117004,2.324816461347024,2.082606518955471e-05,1.7211186852668006,13.0,1
1.5391054746839892,2.4164328525186742,-0.0408192713363717,-0.4480988175436746,3.3618373958501886,4.35631633839465,636.0,2892.0,5.318293566907169,1.4921437144857606,8.627847221285993,0.1899109,0.2366638,0.2279968428571429,1.904172738579172e-05,-0.2366638,3.015053116086479,2.002259517150609e-05,3.062943574380151,22.0,0
1.4948093005517893,2.176729660418996,-0.6340380159692478,0.4264068645017814,2.9032955064278143,3.664971490312422,892.0,2601.0,4.397813391933735,1.429887109724011,19.332498117874824,0.09002686,0.1265869,0.1230032714285714,6.8878814959162136e-06,-0.1265869,0.6967037326721699,8.343430332929799e-06,1.3589901270153768,25.0,0
1.3459140649118155,2.018862356631201,0.3902863078793899,-1.1074761642363142,2.755261759360905,3.5344110073634694,656.0,1834.0,4.294640267405917,2.1295341839638016,28.152996779818025,0.3106689,0.3375549,0.3188781428571428,2.565466324283168e-05,-0.3375549,3.30519059139089,2.231147220593956e-05,0.915816325650366,26.0,1
1.7866486118679998,2.9780892692513268,-0.5985413827933064,0.9483783437845372,4.173243069770507,5.430423181181203,1386.0,6581.0,6.667559496509252,0.8137759911187621,6.6456401408828265,0.09280396,0.09280396,0.0889238642857142,7.92312294182503e-06,-0.08078003,1.809701766157125,5.908173701608658e-06,3.721048838044181,21.0,0
1.471575242683904,2.369052123488409,0.2339823428045714,-1.1414937417768414,3.344493175706508,4.378866808845766,1043.0,2539.0,5.437742153678871,1.742291568923904,8.244809691241741,0.9999695,1.0,1.0,0.0001459457446216,-1.0,34.62311583745128,0.0001440816627949,19.57545287091652,3.0,0
1.223449045540116,1.786662257943561,0.961528704058232,-1.374666449910725,2.399329258608037,3.0454564577778687,574.0,1365.0,3.6825845213214574,2.2619078000527173,51.59503334446943,0.7745361,0.9992676,0.9805690285714286,6.896590079370975e-05,-0.9992676,12.02419359527091,7.250681596784796e-05,3.601704992151137,13.0,1
1.6932760266894045,2.804966599452136,-0.0752248001991715,-0.4557240403903391,3.974349939453872,5.200028046034151,1057.0,4131.0,6.365988212720878,1.3959232607633094,7.237571733624367,0.1998596,0.1998596,0.1914934571428571,1.3961381382395416e-05,-0.1555176,1.8369269195196047,1.0115453306122388e-05,0.6185294569872484,20.0,0
1.2671980908646057,1.850920163083993,-0.0191520306975543,-0.7839261126811942,2.472932460316953,3.126413748130517,903.0,1524.0,3.749409649698885,1.7849897459457826,14.78719509955746,0.1537476,0.1537476,0.1509922571428571,1.2638432666055434e-05,-0.144043,3.313480178500272,1.3897665052781249e-05,5.0777289071134994,16.0,0
1.217945985270544,1.7279580548168323,-0.0640487126595772,-0.5886469235675559,2.272944273863018,2.83642205253409,799.0,1348.0,3.384114127949222,1.833804444921679,22.281226136745016,0.1751709,0.1956177,0.1914454714285714,1.5960548018707602e-05,-0.1956177,6.339655741286035,1.5525045207505147e-05,3.32941917584608,5.0,0
1.3508052785638822,2.038633549812697,0.148838714980293,-1.6787240649468953,2.7849329863168832,3.5740316705065625,811.0,1835.0,4.338244577311695,2.08206306122712,16.45396552547523,0.2171631,0.2171631,0.2108067142857143,1.554964484457263e-05,-0.1298523,1.06408046754485,1.2171499278689727e-05,0.2984608455043001,21.0,0
