value__permutation_entropy__dimension_3__tau_1,value__permutation_entropy__dimension_4__tau_1,value__partial_autocorrelation__lag_3,value__ar_coefficient__coeff_2__k_10,value__permutation_entropy__dimension_5__tau_1,value__permutation_entropy__dimension_6__tau_1,value__number_cwt_peaks__n_1,value__number_peaks__n_1,value__permutation_entropy__dimension_7__tau_1,value__ar_coefficient__coeff_1__k_10,"value__fft_aggregated__aggtype_""kurtosis""",value__maximum,value__absolute_maximum,value__mean_n_absolute_max__number_of_maxima_7,"value__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""max""",value__minimum,"value__fft_coefficient__attr_""abs""__coeff_63","value__agg_linear_trend__attr_""stderr""__chunk_len_50__f_agg_""min""","value__fft_coefficient__attr_""abs""__coeff_58",value__value_count__value_0,"value__fft_aggregated__aggtype_""skew""","value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.2",value__partial_autocorrelation__lag_5,"value__fft_coefficient__attr_""abs""__coeff_53","value__fft_aggregated__aggtype_""variance""",value__ratio_value_number_to_time_series_length,value__partial_autocorrelation__lag_2,"value__fft_coefficient__attr_""abs""__coeff_57","value__fft_coefficient__attr_""abs""__coeff_65","value__fft_coefficient__attr_""real""__coeff_59","value__fft_coefficient__attr_""abs""__coeff_54","value__fft_coefficient__attr_""abs""__coeff_80","value__fft_coefficient__attr_""abs""__coeff_10","value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.4","value__fft_coefficient__attr_""abs""__coeff_45","value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.6__ql_0.2","value__fft_coefficient__attr_""abs""__coeff_46","value__fft_coefficient__attr_""abs""__coeff_69","value__fft_coefficient__attr_""abs""__coeff_41","value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.4","value__fft_coefficient__attr_""abs""__coeff_17","value__fft_coefficient__attr_""abs""__coeff_62","value__fft_coefficient__attr_""abs""__coeff_56","value__fft_coefficient__attr_""abs""__coeff_4","value__fft_coefficient__attr_""abs""__coeff_70","value__fft_coefficient__attr_""abs""__coeff_89","value__fft_coefficient__attr_""abs""__coeff_21","value__fft_coefficient__attr_""abs""__coeff_43","value__fft_coefficient__attr_""abs""__coeff_64","value__fft_coefficient__attr_""abs""__coeff_16","value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.6","value__fft_coefficient__attr_""abs""__coeff_13","value__fft_coefficient__attr_""abs""__coeff_2","value__fft_coefficient__attr_""abs""__coeff_93","value__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.6","value__fft_coefficient__attr_""abs""__coeff_3","value__fft_coefficient__attr_""abs""__coeff_23","value__fft_coefficient__attr_""abs""__coeff_7","value__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""max""","value__fft_coefficient__attr_""abs""__coeff_5",value__percentage_of_reoccurring_datapoints_to_all_datapoints,"value__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""min""","value__fft_coefficient__attr_""abs""__coeff_47","value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.4__ql_0.0","value__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""max""","value__fft_coefficient__attr_""abs""__coeff_55","value__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""mean""","value__agg_linear_trend__attr_""stderr""__chunk_len_5__f_agg_""min""","value__fft_coefficient__attr_""abs""__coeff_49",value__standard_deviation,"value__linear_trend__attr_""stderr""",value__root_mean_square,"value__change_quantiles__f_agg_""mean""__isabs_False__qh_0.8__ql_0.2","value__change_quantiles__f_agg_""mean""__isabs_True__qh_1.0__ql_0.8","value__agg_linear_trend__attr_""stderr""__chunk_len_10__f_agg_""mean""","value__fft_coefficient__attr_""abs""__coeff_73","value__fft_coefficient__attr_""abs""__coeff_29","value__fft_coefficient__attr_""abs""__coeff_48","value__fft_coefficient__attr_""abs""__coeff_1","value__change_quantiles__f_agg_""mean""__isabs_True__qh_0.2__ql_0.0",target
1.2221968670763448,1.779522844054529,-0.3641760685872847,0.0395789598988973,2.375477204918673,3.002083543716304,873.0,1351.0,3.5962269090125414,1.0999126835434452,7.558634617170166,0.2441406,0.2441406,0.2329101428571428,2.189333941247271e-05,-0.2267761,2.0414697746599115,2.0206458600870345e-05,2.438005489272632,6.0,2.254734258366956,3.9645695486331846e-05,-0.0410813960831117,3.5948799836479868,3994911.475514541,0.2889908256880734,-0.4934777926533865,0.8591209995200408,4.794089687258444,-1.8424939787245784,2.1227877852477195,4.613178653478214,0.2377054036715222,3.178374312316237e-05,1.141066053608961,-5.761742137203176e-06,0.6050717643705799,1.00287068781029,0.683865503014016,-2.7292760324466512e-05,0.2371131529934501,1.5573003612918928,0.8915602392546145,0.2423632506760166,0.6371276367639235,11.645361292407864,0.2071268932812848,0.4734062570640847,2.1420831342780686,0.206335140620059,2.268289965178855e-05,0.2592659279664059,0.2389786790823776,20.58099177828795,9.38537614938464e-06,0.2421113566700121,0.2107476345748294,0.2385520009285458,1.8046205036347536e-06,0.2441810257119662,0.8881813275769023,1.763810184223022e-06,0.3979311505392,1.7596319954776762e-06,6.472820878246254e-07,1.298732625008142,6.352962186339775e-07,6.396909446058144e-07,1.2741908870609993,0.0422823282237473,5.807103434991205e-08,0.0422823468220837,-1.3047782339104238e-05,0.0049540083640553,1.7002853257087983e-06,2.236175990164317,0.2621988755191977,0.6367985403019223,0.2453573975786377,0.0050757338829324,0
1.1480542443941577,1.6456222511979777,0.5035428958940027,-2.5481489303545186,2.1961402749432755,2.7774000643441834,666.0,1098.0,3.365738056281645,2.443050740043611,13.337207748059663,0.2684326,0.2714233,0.2669634142857143,2.591234874240022e-05,-0.2714233,4.105904546513719,2.1739257118747978e-05,6.889093349578919,6.0,2.707067467244032,5.9027837837837805e-06,0.0940515807901483,5.116166012230436,1561368.825041376,0.2792768483540205,-0.845473018809163,1.7447169752485456,7.544044110568074,-1.3077995197963035,3.031603035939696,16.23323723175188,0.815082355713039,2.9981458250000005e-05,3.128477630817573,2.2346398357988003e-06,2.445883903747553,15.308225181399566,2.5955522808859453,-2.1888839908121e-06,0.8544236571502393,5.326735304647467,4.338030392625492,0.7879777739952374,4.448586586773224,4.06530826074085,0.8923176692136711,0.8309064442661142,8.023293877171355,0.8415132198956169,-1.6437465931213658e-06,0.8038514531419311,0.7828314571475977,27.849239359587667,-4.623506924063256e-05,0.7872610920529279,0.8872899365910751,0.7948299476130647,1.9222698750771184e-06,0.78950227162454,0.8827307069616838,1.812273721263517e-06,4.304378872512593,-2.5924042802111547e-05,6.741512251409764e-07,3.262670358999112,6.466982168891494e-07,6.488676191844959e-07,2.028550734731814,0.0434004977623732,5.960675473634536e-08,0.0434005007965978,4.631993072488423e-06,0.0062098831606519,1.714180480546549e-06,15.418929503012466,1.049377488773354,2.501091270875862,0.7844295115677277,0.0054859056186317,1
1.6494183239155524,2.5456946091183728,-0.6545194560407905,0.5954913826622427,3.4708080764885967,4.431796173259117,1041.0,3688.0,5.335460557136671,1.2112804336604732,15.387752411624744,0.2134705,0.2134705,0.2079860285714285,1.915224799509684e-05,-0.2103882,2.658689849349201,1.5201615837919543e-05,0.9491459732656649,21.0,3.51281901005485,5.630813862674912e-06,0.1374019026554425,1.2369286410205689,2592775.961407002,0.2019427954668105,-0.791718767918686,1.9182755013285733,1.8715902794039632,0.8427613282978397,0.6315505696546035,7.032477326760772,0.0617990172034874,2.650587722334004e-05,1.6787508134143418,-1.9325992636229962e-07,1.3241229328430577,2.818977446115848,0.5394874731595248,-9.366063336784496e-06,0.0815105170873012,1.844741663831014,1.4635111523603164,0.0313107821491714,1.3454563191682212,1.720942018246317,0.1269786008429632,0.873060019898282,0.3997576333910188,0.0863500545701274,8.324791666666664e-06,0.0714015089764665,0.0204185114638497,5.797883230349616,4.1880984514845886e-06,0.024216954185509,0.1223119907906511,0.0455189282221109,1.3397252594867705e-06,0.0301562023629806,0.914193200215866,1.1959358285689376e-06,0.7713970258739119,-9.976982628506326e-06,4.629117989643682e-07,1.129281331205034,4.465986666498837e-07,4.386692177106949e-07,0.7926167480882267,0.029535051110886,4.056376185852096e-08,0.0295350623557514,-5.217490690860974e-06,0.0035368539446064,1.2065882361166795e-06,3.6392697783426575,0.3885763303684826,0.670373442834028,0.0145225822955954,0.0029019298753623,0
1.6635521662235118,2.6101216092247763,-0.5000664864704688,0.3365350242365544,3.569895861336673,4.564649889959809,1248.0,3824.0,5.506579811703449,1.1172503979792192,9.091339054886095,0.08029175,0.1560669,0.1543056,7.193415787240974e-06,-0.1560669,1.997953298143452,1.1099150268408748e-05,3.299574399613294,21.0,2.566931122924274,1.9289278110445853e-06,0.1929702681223317,1.6384079983498567,3718807.031463611,0.153588774959525,-0.4272270453747483,0.6614266708313155,3.9296816590508814,3.3174916367130964,0.6619003811315517,5.3531367501212905,0.5125998165773837,-1.7243118865125903e-05,1.1635040260547729,-1.0053709248277925e-05,1.0565770437421331,0.8557490118644483,0.5339333132848484,-1.7991129525868493e-05,0.516234618620528,3.048406502305045,0.9250493385915536,0.5084790470258429,2.478184507369658,9.073883976539966,0.5542942474597244,1.1680912104573054,2.51830287016198,0.5217826711124697,-1.4832962126245846e-05,0.5244613822043184,0.5071836898007678,5.203681038462875,6.008050365906155e-06,0.5064993980514811,0.4216383458323595,0.5201195306492135,7.172313780260143e-07,0.50530592093726,0.950512682137075,8.1768398096836e-07,0.9452633644160168,-4.804095796396921e-06,2.69276453260695e-07,3.1779142758778525,2.74254298579293e-07,2.8357057068933695e-07,0.6411051256154013,0.0181256945799178,2.4893999029211755e-08,0.0181256945845204,-4.9300342107761253e-08,0.001912078517805,7.469234071183687e-07,3.37329350488798,0.4650432732450178,0.8791932723370132,0.5108921917364904,0.0020547873336275,0
1.4797232544216223,2.1840560744717585,-0.5741335269538994,0.5975381804718088,2.926664781528026,3.6908618719513298,848.0,2564.0,4.417537238145741,0.86169880541601,6.212778584276804,0.3427734,0.3427734,0.3361075285714285,2.1467475349330613e-05,-0.3320313,5.858557810308176,2.1856264458675545e-05,1.633871999229402,5.0,1.96229770378946,-5.403424450278964e-05,0.0310933311218166,1.2801553034060356,5405655.40264927,0.2513761467889908,-0.2434378896378835,4.21884930226696,3.827916889400263,4.391788932340097,4.389354670243106,8.730875439202112,0.162363217439973,-5.272170729989693e-05,0.5897962724005824,-4.356861190582626e-05,2.168519728595959,1.9807149874294905,1.0901462078773656,-1.7959551139749702e-05,0.2869949730274155,1.9986525852287,4.511578088304385,0.0828983775171549,2.377611959296208,5.722260419849871,0.31930236251655,2.183631999496929,1.8953412998303405,0.2239885358937468,-3.005135270674195e-05,0.2157830143267331,0.062590086087708,8.361567065657779,-3.475672905627954e-05,0.0775897194389426,0.2929216928029802,0.1163462086361217,1.6863625459649243e-06,0.0922890653463444,0.9126281705342688,1.636680156182672e-06,3.1273296746711288,-4.126541645244216e-05,5.955593568380279e-07,2.55393552487653,5.779420570151476e-07,5.885751710591262e-07,3.637077093252463,0.0388959794813287,5.342015360922125e-08,0.0388959913141066,-1.760129258520839e-05,0.0052194397939964,1.502467324867319e-06,13.313896804353432,0.7427157918999292,2.041777219197746,0.0616372335810867,0.0050161842727803,0
1.2669662557173835,1.8594113639891807,0.5003487031921642,-2.04516703448594,2.502476017938528,3.1724661014704774,586.0,1527.0,3.82813535766231,2.380840782040171,28.69645771135845,0.9999695,0.9999695,0.9999694999999998,8.320101068615016e-05,-0.9413452,6.596644974193353,8.365179410098414e-05,3.483249692061373,7.0,4.407453490113202,-4.1162803628262247e-05,0.3194071031907004,1.860771158680078,903021.475122425,0.2703723691311387,-0.9705174799867474,2.594216984299936,4.422081228289196,-1.063744839430351,1.9693484976062203,11.39951344835767,0.3523192639423804,-4.375913735597737e-05,2.730504004487575,-2.5369393108405457e-05,2.3927504616962816,4.0842889545080405,1.0508365967944566,-4.367858871636524e-05,0.3524102590897792,1.6243177594380724,2.7927405172072386,0.2562376346228281,2.227034994184938,8.014867019311092,0.6621672151003888,1.4568950878552942,6.37201259171946,0.3155437349562939,-3.891995271791571e-05,0.5058139979712365,0.4855731523930282,9.006911157697003,-7.826112906446097e-05,0.356768688702273,0.2892745060174788,0.3049536562624339,5.056997555979805e-06,0.3866170750841234,0.8658391797085807,5.143129478503903e-06,0.5631727391377275,-0.0001407397159738,1.753689008081462e-06,4.495844755264926,1.7039842176928875e-06,1.775275206283955e-06,0.974972302372696,0.1147660816272836,1.5762114229873745e-07,0.1147660912007073,-3.310279251598346e-05,0.0119961711994177,4.34551229030547e-06,7.281739186924859,0.904091394194911,1.2873543167153387,0.3694381485256051,0.013494210561505,1
1.517912587750459,2.401932138644274,-0.1481834980664819,-0.4544477937805743,3.339919459546594,4.330567796760922,990.0,2708.0,5.275150003178143,1.3663031210585468,7.489564889921166,0.1389771,0.1401062,0.1388767714285714,1.1957221742640618e-05,-0.1401062,1.2357522449281058,1.1353926082088083e-05,0.9761616129271398,40.0,2.119444334382044,-5.554278416779436e-06,0.0329161990384617,0.7862588199229833,3699012.634430755,0.1426875337290879,-0.523719081695101,1.6327108155934429,1.135504318589417,0.4947653994462225,0.6209612360969096,0.8933483016626225,0.4663416735789744,-9.091267284038393e-06,0.7722324765095063,-7.935587292139937e-06,0.9610623188335164,1.3975691464048592,1.2422898855181277,-1.1709063557779824e-06,0.4624017546017912,1.4140637912464489,0.4353170198299474,0.457293610147073,1.8897972128571603,1.864049868243754,0.6029937095926217,1.3142918982645075,1.16469377844255,0.4571770181527057,-1.314094922139472e-05,0.4895977123719484,0.4543561504132961,1.7622472924223371,-2.4182856518572472e-06,0.4632173694160812,0.443983363625233,0.4674036311105295,8.052639916727631e-07,0.463013387759399,0.9349703184025904,7.898754361787578e-07,0.9510660642984348,-3.259189188405797e-05,2.7926451371035564e-07,0.7055811511928239,2.711669515059112e-07,2.785325951732906e-07,1.7239551813033076,0.0182296897062416,2.5036832159115745e-08,0.0182297629250625,-9.96593845483284e-06,0.0026866704567494,7.051702633197546e-07,1.9399095242804665,0.4222713073953055,1.0714573338195892,0.4606201039134514,0.0027983366218787,0
1.290151690619053,1.8303107022397125,-0.4602112218983268,0.108858057247489,2.411987265111343,3.0213206450714414,852.0,1608.0,3.594247242251643,1.4511441364344948,21.4260419603281,0.1538391,0.1538391,0.1451023714285714,1.1422266713925056e-05,-0.1355286,0.8898451324738748,1.0890538061914907e-05,2.206354655539512,13.0,4.159164693169511,-3.542217793367351e-06,0.1883091596487318,2.011937645777091,1842669.364345676,0.2071235833783054,-0.8896351355541461,0.7776016586752472,3.608723682228603,1.240197923345625,2.000983182199513,4.952516184214868,0.4392962498799081,-8.886378584998355e-06,2.177725102541214,4.528389075507522e-06,1.9980493455247388,1.0803842555234204,1.008580149534952,-1.151657363636363e-05,0.4181058102833579,2.848189251267797,2.818550435745624,0.4448304451545761,2.3406986338258484,16.92212985070192,0.4002293697069762,3.1563863356676456,1.214225925297839,0.4469413825893437,-4.190604058338617e-05,0.4381676607272904,0.4428389172862412,10.641394279020432,-1.7795462037821057e-05,0.4463292851614541,0.4176605352649143,0.440707343507018,1.0632726210307343e-06,0.4449533811618663,0.9368591473286564,1.050807682846014e-06,1.8375350506575303,-3.356333050607862e-06,3.851995239287235e-07,2.9844132694897096,3.825596882464951e-07,3.832002722885023e-07,1.758512037816658,0.0252971343080863,3.4743268602681414e-08,0.0252971344280684,-3.048891737089204e-06,0.0026240985216138,1.0355072925194015e-06,2.832609645191356,0.4756750769154176,0.7446454548932995,0.4459743824260921,0.0026097454956772,0
1.1593389806870564,1.6246453237090146,-0.0152341656274189,-0.1714084390635666,2.134305052781866,2.672467212972551,642.0,1104.0,3.1916147767855216,1.809392367166286,29.472524313506856,0.1647949,0.2449951,0.2339782857142857,1.5017007083322476e-05,-0.2449951,3.5374659754850954,2.0325531284892656e-05,4.393223075443861,8.0,4.774820168773238,2.756181220803488e-05,0.154959150782444,0.2848500261551535,1322890.920998999,0.2273610361575823,-0.9437410291833122,2.300562186237135,4.613291884447562,3.376556559110739,1.8919246522710096,7.56204857932163,0.2105119847096118,-7.602793784469098e-06,1.078897553522774,1.9536913611191648e-05,1.1342554248924708,4.683105718802474,1.0034180397290713,1.6905115006517017e-05,0.1362825363716746,2.301430115513352,0.9781923904669504,0.0864212328783014,0.8576386100475878,9.10595835171144,0.133232991970217,1.4511310453330617,2.0470177287160243,0.2039254464241187,2.6536631693648814e-05,0.1245291914158239,0.2600215962593548,8.414765586279538,2.5828170954590183e-05,0.11571496901614,0.2261870288372107,0.0405041463674318,1.240192018591581e-06,0.1761065543448138,0.9113329735563952,1.4676855113412105e-06,0.5659230774205782,1.7507837712519314e-05,4.601453237586495e-07,1.7585521670825617,4.737309059799743e-07,4.991923629889152e-07,0.8962830629316034,0.0314898425223266,4.324849276464959e-08,0.0314903120609835,2.3916874400749065e-05,0.0031774745730659,1.2609343105695312e-06,1.6726714451858304,1.064953199848585,0.5754608123562677,0.0980299321407307,0.004053874122203,0
1.5552081333199053,2.406160350715552,-0.5616579121500107,0.3949481198309192,3.3057790621443246,4.234359830646893,812.0,3021.0,5.122209145386288,1.2924473741392817,14.723644817222588,0.3040466,0.3040466,0.295772,2.3929446391386065e-05,-0.2450562,3.124026936043452,1.93568875936931e-05,3.315095367161787,11.0,3.4123562023452774,-3.4150789115646304e-06,0.4195926697993114,2.156515992894844,2471342.595876525,0.2097139773340529,-0.8192332248142357,2.4749993091116105,3.205706790152084,-0.750897843969689,2.2484762874956234,3.5536131342427395,0.4288761982713126,-3.070494003972553e-05,1.0209454400111058,5.201502830619438e-07,1.104917266842108,5.444623828624975,0.8268818213808723,-4.072074319277107e-06,0.4426376849575321,2.659967398338494,3.2597295894294365,0.4266868130141712,5.299425417049881,1.119111168583637,0.3411324474037704,1.8808153475845013,3.9618933796021536,0.4487107181660545,1.0843007552351528e-05,0.4428984671096063,0.4296114203548489,5.777379267719725,-2.711985503044368e-06,0.4319760100322283,0.3271743749949025,0.4324140376391102,1.598057242245594e-06,0.4334992615074111,0.9161899622234216,1.442733518686705e-06,1.3159603906512405,-1.1247946708915464e-05,5.501826994630372e-07,1.1538961437545727,5.306869878869081e-07,5.28488607971983e-07,2.9695524291483726,0.0354540351239749,4.8692959456414666e-08,0.0354540703517341,1.4715128283503678e-05,0.0046683594738397,1.3945424933737624e-06,5.1209339541550944,0.7239060921370241,2.031450787067973,0.4347578246970791,0.0044267543014268,0
